subscription_id,customer_id,start_date,end_date,subscription_type,price,media
5679,1360,2019-01-31,2019-02-28,MONTHLY,50,NONE
5680,1360,2019-02-28,2019-03-28,MONTHLY,50,NONE
5681,1360,2019-03-28,2019-04-28,MONTHLY,50,NONE
5682,1360,2019-04-28,2019-05-28,MONTHLY,50,NONE
5683,1360,2019-05-28,2019-06-28,MONTHLY,50,NONE
5684,1361,2019-01-10,2019-02-10,MONTHLY,50,NONE
5685,1361,2019-02-10,2019-03-10,MONTHLY,50,NONE
5686,1361,2019-03-10,2019-04-10,MONTHLY,50,NONE
5687,1361,2019-04-10,2019-05-10,MONTHLY,50,NONE
5688,1361,2019-05-10,2019-06-10,MONTHLY,50,NONE
5689,1361,2019-06-10,2019-07-10,MONTHLY,50,NONE
5690,1361,2019-07-10,2019-08-10,MONTHLY,50,NONE
5691,1361,2019-08-10,2019-09-10,MONTHLY,50,NONE
5692,1361,2019-09-10,2019-10-10,MONTHLY,50,NONE
5693,1361,2019-10-10,2019-11-10,MONTHLY,50,NONE
5694,1361,2019-11-10,2019-12-10,MONTHLY,50,NONE
5695,1361,2019-12-10,2020-01-10,MONTHLY,50,NONE
5696,1362,2019-01-25,2020-01-25,YEARLY,400,FACEBOOK_ADS
5697,1363,2019-01-19,2019-02-19,MONTHLY,50,NONE
5698,1364,2019-02-01,2019-03-01,MONTHLY,50,FACEBOOK_ADS
5699,1364,2019-03-01,2019-04-01,MONTHLY,50,FACEBOOK_ADS
5700,1364,2019-04-01,2019-05-01,MONTHLY,50,FACEBOOK_ADS
5701,1364,2019-05-01,2019-06-01,MONTHLY,50,FACEBOOK_ADS
5702,1364,2019-06-01,2019-07-01,MONTHLY,50,FACEBOOK_ADS
5703,1364,2019-07-01,2019-08-01,MONTHLY,50,FACEBOOK_ADS
5704,1364,2019-08-01,2019-09-01,MONTHLY,50,FACEBOOK_ADS
5705,1364,2019-09-01,2019-10-01,MONTHLY,50,FACEBOOK_ADS
5706,1364,2019-10-01,2019-11-01,MONTHLY,50,FACEBOOK_ADS
5707,1364,2019-11-01,2019-12-01,MONTHLY,50,FACEBOOK_ADS
5708,1364,2019-12-01,2020-01-01,MONTHLY,50,FACEBOOK_ADS
5709,1365,2019-01-15,2019-02-15,MONTHLY,50,GOOGLE_AD_WORDS
5710,1366,2019-01-12,2019-02-12,MONTHLY,50,FACEBOOK_ADS
5711,1366,2019-02-12,2019-03-12,MONTHLY,50,FACEBOOK_ADS
5712,1366,2019-03-12,2019-04-12,MONTHLY,50,FACEBOOK_ADS
5713,1366,2019-04-12,2019-05-12,MONTHLY,50,FACEBOOK_ADS
5714,1366,2019-05-12,2019-06-12,MONTHLY,50,FACEBOOK_ADS
5715,1366,2019-06-12,2019-07-12,MONTHLY,50,FACEBOOK_ADS
5716,1366,2019-07-12,2019-08-12,MONTHLY,50,FACEBOOK_ADS
5717,1366,2019-08-12,2019-09-12,MONTHLY,50,FACEBOOK_ADS
5718,1366,2019-09-12,2019-10-12,MONTHLY,50,FACEBOOK_ADS
5719,1366,2019-10-12,2019-11-12,MONTHLY,50,FACEBOOK_ADS
5720,1366,2019-11-12,2019-12-12,MONTHLY,50,FACEBOOK_ADS
5721,1366,2019-12-12,2020-01-12,MONTHLY,50,FACEBOOK_ADS
5722,1367,2019-01-05,2019-02-05,MONTHLY,50,NONE
5723,1367,2019-02-05,2019-03-05,MONTHLY,50,NONE
5724,1368,2019-01-08,2019-02-08,MONTHLY,50,NONE
5725,1368,2019-02-08,2019-03-08,MONTHLY,50,NONE
5726,1369,2019-01-12,2019-02-12,MONTHLY,50,GOOGLE_AD_WORDS
5727,1369,2019-02-12,2019-03-12,MONTHLY,50,GOOGLE_AD_WORDS
5728,1370,2019-01-10,2019-02-10,MONTHLY,50,GOOGLE_AD_WORDS
5729,1371,2019-01-27,2019-02-27,MONTHLY,50,FACEBOOK_ADS
5730,1371,2019-02-27,2019-03-27,MONTHLY,50,FACEBOOK_ADS
5731,1371,2019-03-27,2019-04-27,MONTHLY,50,FACEBOOK_ADS
5732,1371,2019-04-27,2019-05-27,MONTHLY,50,FACEBOOK_ADS
5733,1371,2019-05-27,2019-06-27,MONTHLY,50,FACEBOOK_ADS
5734,1371,2019-06-27,2019-07-27,MONTHLY,50,FACEBOOK_ADS
5735,1371,2019-07-27,2019-08-27,MONTHLY,50,FACEBOOK_ADS
5736,1371,2019-08-27,2019-09-27,MONTHLY,50,FACEBOOK_ADS
5737,1371,2019-09-27,2019-10-27,MONTHLY,50,FACEBOOK_ADS
5738,1371,2019-10-27,2019-11-27,MONTHLY,50,FACEBOOK_ADS
5739,1371,2019-11-27,2019-12-27,MONTHLY,50,FACEBOOK_ADS
5740,1371,2019-12-27,2020-01-27,MONTHLY,50,FACEBOOK_ADS
5741,1372,2019-01-17,2019-02-17,MONTHLY,50,NONE
5742,1372,2019-02-17,2019-03-17,MONTHLY,50,NONE
5743,1372,2019-03-17,2019-04-17,MONTHLY,50,NONE
5744,1372,2019-04-17,2019-05-17,MONTHLY,50,NONE
5745,1372,2019-05-17,2019-06-17,MONTHLY,50,NONE
5746,1372,2019-06-17,2019-07-17,MONTHLY,50,NONE
5747,1372,2019-07-17,2019-08-17,MONTHLY,50,NONE
5748,1372,2019-08-17,2019-09-17,MONTHLY,50,NONE
5749,1372,2019-09-17,2019-10-17,MONTHLY,50,NONE
5750,1372,2019-10-17,2019-11-17,MONTHLY,50,NONE
5751,1372,2019-11-17,2019-12-17,MONTHLY,50,NONE
5752,1372,2019-12-17,2020-01-17,MONTHLY,50,NONE
5753,1373,2019-01-10,2020-01-10,YEARLY,400,FACEBOOK_ADS
5754,1374,2019-01-11,2019-02-11,MONTHLY,50,NONE
5755,1374,2019-02-11,2019-03-11,MONTHLY,50,NONE
5756,1375,2019-01-24,2020-01-24,YEARLY,400,NONE
5757,1376,2019-01-03,2019-02-03,MONTHLY,50,GOOGLE_AD_WORDS
5758,1377,2019-01-28,2019-02-28,MONTHLY,50,NONE
5759,1378,2019-01-14,2019-02-14,MONTHLY,50,NONE
5760,1378,2019-02-14,2019-03-14,MONTHLY,50,NONE
5761,1378,2019-03-14,2019-04-14,MONTHLY,50,NONE
5762,1378,2019-04-14,2019-05-14,MONTHLY,50,NONE
5763,1379,2019-01-22,2020-01-22,YEARLY,400,FACEBOOK_ADS
5764,1380,2019-01-06,2019-02-06,MONTHLY,50,FACEBOOK_ADS
5765,1381,2019-01-25,2019-02-25,MONTHLY,50,NONE
5766,1381,2019-02-25,2019-03-25,MONTHLY,50,NONE
5767,1381,2019-03-25,2019-04-25,MONTHLY,50,NONE
5768,1381,2019-04-25,2019-05-25,MONTHLY,50,NONE
5769,1381,2019-05-25,2019-06-25,MONTHLY,50,NONE
5770,1381,2019-06-25,2019-07-25,MONTHLY,50,NONE
5771,1381,2019-07-25,2019-08-25,MONTHLY,50,NONE
5772,1381,2019-08-25,2019-09-25,MONTHLY,50,NONE
5773,1381,2019-09-25,2019-10-25,MONTHLY,50,NONE
5774,1381,2019-10-25,2019-11-25,MONTHLY,50,NONE
5775,1381,2019-11-25,2019-12-25,MONTHLY,50,NONE
5776,1381,2019-12-25,2020-01-25,MONTHLY,50,NONE
5777,1382,2019-01-02,2020-01-02,YEARLY,400,GOOGLE_AD_WORDS
5778,1383,2019-01-30,2019-02-28,MONTHLY,50,FACEBOOK_ADS
5779,1384,2019-01-13,2019-02-13,MONTHLY,50,NONE
5780,1385,2019-01-15,2019-02-15,MONTHLY,50,GOOGLE_AD_WORDS
5781,1385,2019-02-15,2019-03-15,MONTHLY,50,GOOGLE_AD_WORDS
5782,1386,2019-01-26,2019-02-26,MONTHLY,50,FACEBOOK_ADS
5783,1386,2019-02-26,2019-03-26,MONTHLY,50,FACEBOOK_ADS
5784,1386,2019-03-26,2019-04-26,MONTHLY,50,FACEBOOK_ADS
5785,1386,2019-04-26,2019-05-26,MONTHLY,50,FACEBOOK_ADS
5786,1386,2019-05-26,2019-06-26,MONTHLY,50,FACEBOOK_ADS
5787,1386,2019-06-26,2019-07-26,MONTHLY,50,FACEBOOK_ADS
5788,1386,2019-07-26,2019-08-26,MONTHLY,50,FACEBOOK_ADS
5789,1386,2019-08-26,2019-09-26,MONTHLY,50,FACEBOOK_ADS
5790,1386,2019-09-26,2019-10-26,MONTHLY,50,FACEBOOK_ADS
5791,1386,2019-10-26,2019-11-26,MONTHLY,50,FACEBOOK_ADS
5792,1386,2019-11-26,2019-12-26,MONTHLY,50,FACEBOOK_ADS
5793,1386,2019-12-26,2020-01-26,MONTHLY,50,FACEBOOK_ADS
5794,1387,2019-01-12,2019-02-12,MONTHLY,50,GOOGLE_AD_WORDS
5795,1387,2019-02-12,2019-03-12,MONTHLY,50,GOOGLE_AD_WORDS
5796,1388,2019-01-05,2019-02-05,MONTHLY,50,FACEBOOK_ADS
5797,1389,2019-01-13,2019-02-13,MONTHLY,50,GOOGLE_AD_WORDS
5798,1389,2019-02-13,2019-03-13,MONTHLY,50,GOOGLE_AD_WORDS
5799,1389,2019-03-13,2019-04-13,MONTHLY,50,GOOGLE_AD_WORDS
5800,1389,2019-04-13,2019-05-13,MONTHLY,50,GOOGLE_AD_WORDS
5801,1389,2019-05-13,2019-06-13,MONTHLY,50,GOOGLE_AD_WORDS
5802,1390,2019-01-25,2019-02-25,MONTHLY,50,NONE
5803,1390,2019-02-25,2019-03-25,MONTHLY,50,NONE
5804,1390,2019-03-25,2019-04-25,MONTHLY,50,NONE
5805,1390,2019-04-25,2019-05-25,MONTHLY,50,NONE
5806,1390,2019-05-25,2019-06-25,MONTHLY,50,NONE
5807,1390,2019-06-25,2019-07-25,MONTHLY,50,NONE
5808,1390,2019-07-25,2019-08-25,MONTHLY,50,NONE
5809,1390,2019-08-25,2019-09-25,MONTHLY,50,NONE
5810,1390,2019-09-25,2019-10-25,MONTHLY,50,NONE
5811,1390,2019-10-25,2019-11-25,MONTHLY,50,NONE
5812,1390,2019-11-25,2019-12-25,MONTHLY,50,NONE
5813,1390,2019-12-25,2020-01-25,MONTHLY,50,NONE
5814,1391,2019-01-07,2019-02-07,MONTHLY,50,FACEBOOK_ADS
5815,1392,2019-01-24,2019-02-24,MONTHLY,50,NONE
5816,1393,2019-01-05,2019-02-05,MONTHLY,50,NONE
5817,1393,2019-02-05,2019-03-05,MONTHLY,50,NONE
5818,1394,2019-01-06,2019-02-06,MONTHLY,50,GOOGLE_AD_WORDS
5819,1395,2019-01-30,2019-02-28,MONTHLY,50,FACEBOOK_ADS
5820,1396,2019-01-14,2019-02-14,MONTHLY,50,FACEBOOK_ADS
5821,1396,2019-02-14,2019-03-14,MONTHLY,50,FACEBOOK_ADS
5822,1397,2019-01-26,2019-02-26,MONTHLY,50,NONE
5823,1397,2019-02-26,2019-03-26,MONTHLY,50,NONE
5824,1397,2019-03-26,2019-04-26,MONTHLY,50,NONE
5825,1397,2019-04-26,2019-05-26,MONTHLY,50,NONE
5826,1397,2019-05-26,2019-06-26,MONTHLY,50,NONE
5827,1397,2019-06-26,2019-07-26,MONTHLY,50,NONE
5828,1397,2019-07-26,2019-08-26,MONTHLY,50,NONE
5829,1397,2019-08-26,2019-09-26,MONTHLY,50,NONE
5830,1397,2019-09-26,2019-10-26,MONTHLY,50,NONE
5831,1397,2019-10-26,2019-11-26,MONTHLY,50,NONE
5832,1397,2019-11-26,2019-12-26,MONTHLY,50,NONE
5833,1397,2019-12-26,2020-01-26,MONTHLY,50,NONE
5834,1398,2019-01-21,2019-02-21,MONTHLY,50,NONE
5835,1398,2019-02-21,2019-03-21,MONTHLY,50,NONE
5836,1398,2019-03-21,2019-04-21,MONTHLY,50,NONE
5837,1398,2019-04-21,2019-05-21,MONTHLY,50,NONE
5838,1398,2019-05-21,2019-06-21,MONTHLY,50,NONE
5839,1399,2019-01-12,2019-02-12,MONTHLY,50,GOOGLE_AD_WORDS
5840,1399,2019-02-12,2019-03-12,MONTHLY,50,GOOGLE_AD_WORDS
5841,1400,2019-01-08,2019-02-08,MONTHLY,50,NONE
5842,1400,2019-02-08,2019-03-08,MONTHLY,50,NONE
5843,1400,2019-03-08,2019-04-08,MONTHLY,50,NONE
5844,1400,2019-04-08,2019-05-08,MONTHLY,50,NONE
5845,1401,2019-01-19,2019-02-19,MONTHLY,50,GOOGLE_AD_WORDS
5846,1402,2019-01-29,2019-02-28,MONTHLY,50,NONE
5847,1403,2019-01-20,2019-02-20,MONTHLY,50,NONE
5848,1404,2019-01-12,2019-02-12,MONTHLY,50,FACEBOOK_ADS
5849,1404,2019-02-12,2019-03-12,MONTHLY,50,FACEBOOK_ADS
5850,1404,2019-03-12,2019-04-12,MONTHLY,50,FACEBOOK_ADS
5851,1404,2019-04-12,2019-05-12,MONTHLY,50,FACEBOOK_ADS
5852,1404,2019-05-12,2019-06-12,MONTHLY,50,FACEBOOK_ADS
5853,1404,2019-06-12,2019-07-12,MONTHLY,50,FACEBOOK_ADS
5854,1405,2019-01-04,2019-02-04,MONTHLY,50,NONE
5855,1406,2019-01-15,2019-02-15,MONTHLY,50,NONE
5856,1406,2019-02-15,2019-03-15,MONTHLY,50,NONE
5857,1406,2019-03-15,2019-04-15,MONTHLY,50,NONE
5858,1406,2019-04-15,2019-05-15,MONTHLY,50,NONE
5859,1406,2019-05-15,2019-06-15,MONTHLY,50,NONE
5860,1406,2019-06-15,2019-07-15,MONTHLY,50,NONE
5861,1406,2019-07-15,2019-08-15,MONTHLY,50,NONE
5862,1407,2019-01-03,2019-02-03,MONTHLY,50,FACEBOOK_ADS
5863,1407,2019-02-03,2019-03-03,MONTHLY,50,FACEBOOK_ADS
5864,1407,2019-03-03,2019-04-03,MONTHLY,50,FACEBOOK_ADS
5865,1407,2019-04-03,2019-05-03,MONTHLY,50,FACEBOOK_ADS
5866,1407,2019-05-03,2019-06-03,MONTHLY,50,FACEBOOK_ADS
5867,1407,2019-06-03,2019-07-03,MONTHLY,50,FACEBOOK_ADS
5868,1407,2019-07-03,2019-08-03,MONTHLY,50,FACEBOOK_ADS
5869,1408,2019-01-06,2019-02-06,MONTHLY,50,FACEBOOK_ADS
5870,1408,2019-02-06,2019-03-06,MONTHLY,50,FACEBOOK_ADS
5871,1408,2019-03-06,2019-04-06,MONTHLY,50,FACEBOOK_ADS
5872,1408,2019-04-06,2019-05-06,MONTHLY,50,FACEBOOK_ADS
5873,1409,2019-01-13,2019-02-13,MONTHLY,50,FACEBOOK_ADS
5874,1409,2019-02-13,2019-03-13,MONTHLY,50,FACEBOOK_ADS
5875,1409,2019-03-13,2019-04-13,MONTHLY,50,FACEBOOK_ADS
5876,1409,2019-04-13,2019-05-13,MONTHLY,50,FACEBOOK_ADS
5877,1409,2019-05-13,2019-06-13,MONTHLY,50,FACEBOOK_ADS
5878,1409,2019-06-13,2019-07-13,MONTHLY,50,FACEBOOK_ADS
5879,1409,2019-07-13,2019-08-13,MONTHLY,50,FACEBOOK_ADS
5880,1409,2019-08-13,2019-09-13,MONTHLY,50,FACEBOOK_ADS
5881,1410,2019-01-09,2019-02-09,MONTHLY,50,FACEBOOK_ADS
5882,1410,2019-02-09,2019-03-09,MONTHLY,50,FACEBOOK_ADS
5883,1411,2019-01-10,2019-02-10,MONTHLY,50,GOOGLE_AD_WORDS
5884,1411,2019-02-10,2019-03-10,MONTHLY,50,GOOGLE_AD_WORDS
5885,1412,2019-01-21,2019-02-21,MONTHLY,50,GOOGLE_AD_WORDS
5886,1413,2019-01-15,2020-01-15,YEARLY,400,GOOGLE_AD_WORDS
5887,1414,2019-01-10,2019-02-10,MONTHLY,50,NONE
5888,1414,2019-02-10,2019-03-10,MONTHLY,50,NONE
5889,1414,2019-03-10,2019-04-10,MONTHLY,50,NONE
5890,1414,2019-04-10,2019-05-10,MONTHLY,50,NONE
5891,1414,2019-05-10,2019-06-10,MONTHLY,50,NONE
5892,1414,2019-06-10,2019-07-10,MONTHLY,50,NONE
5893,1414,2019-07-10,2019-08-10,MONTHLY,50,NONE
5894,1415,2019-01-25,2019-02-25,MONTHLY,50,FACEBOOK_ADS
5895,1416,2019-01-07,2019-02-07,MONTHLY,50,FACEBOOK_ADS
5896,1416,2019-02-07,2019-03-07,MONTHLY,50,FACEBOOK_ADS
5897,1417,2019-01-10,2019-02-10,MONTHLY,50,FACEBOOK_ADS
5898,1418,2019-01-10,2019-02-10,MONTHLY,50,NONE
5899,1418,2019-02-10,2019-03-10,MONTHLY,50,NONE
5900,1418,2019-03-10,2019-04-10,MONTHLY,50,NONE
5901,1418,2019-04-10,2019-05-10,MONTHLY,50,NONE
5902,1418,2019-05-10,2019-06-10,MONTHLY,50,NONE
5903,1418,2019-06-10,2019-07-10,MONTHLY,50,NONE
5904,1418,2019-07-10,2019-08-10,MONTHLY,50,NONE
5905,1419,2019-01-07,2019-02-07,MONTHLY,50,GOOGLE_AD_WORDS
5906,1419,2019-02-07,2019-03-07,MONTHLY,50,GOOGLE_AD_WORDS
5907,1420,2019-01-24,2019-02-24,MONTHLY,50,FACEBOOK_ADS
5908,1421,2019-01-14,2019-02-14,MONTHLY,50,GOOGLE_AD_WORDS
5909,1421,2019-02-14,2019-03-14,MONTHLY,50,GOOGLE_AD_WORDS
5910,1421,2019-03-14,2019-04-14,MONTHLY,50,GOOGLE_AD_WORDS
5911,1421,2019-04-14,2019-05-14,MONTHLY,50,GOOGLE_AD_WORDS
5912,1421,2019-05-14,2019-06-14,MONTHLY,50,GOOGLE_AD_WORDS
5913,1421,2019-06-14,2019-07-14,MONTHLY,50,GOOGLE_AD_WORDS
5914,1421,2019-07-14,2019-08-14,MONTHLY,50,GOOGLE_AD_WORDS
5915,1421,2019-08-14,2019-09-14,MONTHLY,50,GOOGLE_AD_WORDS
5916,1421,2019-09-14,2019-10-14,MONTHLY,50,GOOGLE_AD_WORDS
5917,1421,2019-10-14,2019-11-14,MONTHLY,50,GOOGLE_AD_WORDS
5918,1422,2019-01-22,2019-02-22,MONTHLY,50,FACEBOOK_ADS
5919,1423,2019-01-21,2019-02-21,MONTHLY,50,NONE
5920,1423,2019-02-21,2019-03-21,MONTHLY,50,NONE
5921,1423,2019-03-21,2019-04-21,MONTHLY,50,NONE
5922,1423,2019-04-21,2019-05-21,MONTHLY,50,NONE
5923,1423,2019-05-21,2019-06-21,MONTHLY,50,NONE
5924,1423,2019-06-21,2019-07-21,MONTHLY,50,NONE
5925,1423,2019-07-21,2019-08-21,MONTHLY,50,NONE
5926,1423,2019-08-21,2019-09-21,MONTHLY,50,NONE
5927,1423,2019-09-21,2019-10-21,MONTHLY,50,NONE
5928,1423,2019-10-21,2019-11-21,MONTHLY,50,NONE
5929,1423,2019-11-21,2019-12-21,MONTHLY,50,NONE
5930,1423,2019-12-21,2020-01-21,MONTHLY,50,NONE
5931,1424,2019-01-16,2019-02-16,MONTHLY,50,NONE
5932,1424,2019-02-16,2019-03-16,MONTHLY,50,NONE
5933,1424,2019-03-16,2019-04-16,MONTHLY,50,NONE
5934,1424,2019-04-16,2019-05-16,MONTHLY,50,NONE
5935,1424,2019-05-16,2019-06-16,MONTHLY,50,NONE
5936,1424,2019-06-16,2019-07-16,MONTHLY,50,NONE
5937,1424,2019-07-16,2019-08-16,MONTHLY,50,NONE
5938,1424,2019-08-16,2019-09-16,MONTHLY,50,NONE
5939,1424,2019-09-16,2019-10-16,MONTHLY,50,NONE
5940,1425,2019-01-21,2019-02-21,MONTHLY,50,NONE
5941,1425,2019-02-21,2019-03-21,MONTHLY,50,NONE
5942,1425,2019-03-21,2019-04-21,MONTHLY,50,NONE
5943,1425,2019-04-21,2019-05-21,MONTHLY,50,NONE
5944,1425,2019-05-21,2019-06-21,MONTHLY,50,NONE
5945,1425,2019-06-21,2019-07-21,MONTHLY,50,NONE
5946,1425,2019-07-21,2019-08-21,MONTHLY,50,NONE
5947,1425,2019-08-21,2019-09-21,MONTHLY,50,NONE
5948,1425,2019-09-21,2019-10-21,MONTHLY,50,NONE
5949,1425,2019-10-21,2019-11-21,MONTHLY,50,NONE
5950,1425,2019-11-21,2019-12-21,MONTHLY,50,NONE
5951,1426,2019-01-03,2019-02-03,MONTHLY,50,FACEBOOK_ADS
5952,1427,2019-01-05,2019-02-05,MONTHLY,50,NONE
5953,1427,2019-02-05,2019-03-05,MONTHLY,50,NONE
5954,1427,2019-03-05,2019-04-05,MONTHLY,50,NONE
5955,1427,2019-04-05,2019-05-05,MONTHLY,50,NONE
5956,1428,2019-01-20,2019-02-20,MONTHLY,50,FACEBOOK_ADS
5957,1428,2019-02-20,2019-03-20,MONTHLY,50,FACEBOOK_ADS
5958,1428,2019-03-20,2019-04-20,MONTHLY,50,FACEBOOK_ADS
5959,1428,2019-04-20,2019-05-20,MONTHLY,50,FACEBOOK_ADS
5960,1428,2019-05-20,2019-06-20,MONTHLY,50,FACEBOOK_ADS
5961,1429,2019-01-05,2020-01-05,YEARLY,400,GOOGLE_AD_WORDS
5962,1430,2019-01-10,2020-01-10,YEARLY,400,GOOGLE_AD_WORDS
5963,1431,2019-01-17,2020-01-17,YEARLY,400,FACEBOOK_ADS
5964,1432,2019-01-29,2019-02-28,MONTHLY,50,GOOGLE_AD_WORDS
5965,1432,2019-02-28,2019-03-28,MONTHLY,50,GOOGLE_AD_WORDS
5966,1432,2019-03-28,2019-04-28,MONTHLY,50,GOOGLE_AD_WORDS
5967,1432,2019-04-28,2019-05-28,MONTHLY,50,GOOGLE_AD_WORDS
5968,1432,2019-05-28,2019-06-28,MONTHLY,50,GOOGLE_AD_WORDS
5969,1432,2019-06-28,2019-07-28,MONTHLY,50,GOOGLE_AD_WORDS
5970,1432,2019-07-28,2019-08-28,MONTHLY,50,GOOGLE_AD_WORDS
5971,1432,2019-08-28,2019-09-28,MONTHLY,50,GOOGLE_AD_WORDS
5972,1432,2019-09-28,2019-10-28,MONTHLY,50,GOOGLE_AD_WORDS
5973,1432,2019-10-28,2019-11-28,MONTHLY,50,GOOGLE_AD_WORDS
5974,1432,2019-11-28,2019-12-28,MONTHLY,50,GOOGLE_AD_WORDS
5975,1432,2019-12-28,2020-01-28,MONTHLY,50,GOOGLE_AD_WORDS
5976,1433,2019-01-27,2019-02-27,MONTHLY,50,FACEBOOK_ADS
5977,1433,2019-02-27,2019-03-27,MONTHLY,50,FACEBOOK_ADS
5978,1433,2019-03-27,2019-04-27,MONTHLY,50,FACEBOOK_ADS
5979,1433,2019-04-27,2019-05-27,MONTHLY,50,FACEBOOK_ADS
5980,1433,2019-05-27,2019-06-27,MONTHLY,50,FACEBOOK_ADS
5981,1433,2019-06-27,2019-07-27,MONTHLY,50,FACEBOOK_ADS
5982,1433,2019-07-27,2019-08-27,MONTHLY,50,FACEBOOK_ADS
5983,1433,2019-08-27,2019-09-27,MONTHLY,50,FACEBOOK_ADS
5984,1434,2019-01-18,2019-02-18,MONTHLY,50,FACEBOOK_ADS
5985,1434,2019-02-18,2019-03-18,MONTHLY,50,FACEBOOK_ADS
5986,1434,2019-03-18,2019-04-18,MONTHLY,50,FACEBOOK_ADS
5987,1434,2019-04-18,2019-05-18,MONTHLY,50,FACEBOOK_ADS
5988,1435,2019-01-11,2019-02-11,MONTHLY,50,FACEBOOK_ADS
5989,1436,2019-01-15,2019-02-15,MONTHLY,50,GOOGLE_AD_WORDS
5990,1436,2019-02-15,2019-03-15,MONTHLY,50,GOOGLE_AD_WORDS
5991,1437,2019-01-15,2019-02-15,MONTHLY,50,NONE
5992,1437,2019-02-15,2019-03-15,MONTHLY,50,NONE
5993,1437,2019-03-15,2019-04-15,MONTHLY,50,NONE
5994,1437,2019-04-15,2019-05-15,MONTHLY,50,NONE
5995,1437,2019-05-15,2019-06-15,MONTHLY,50,NONE
5996,1437,2019-06-15,2019-07-15,MONTHLY,50,NONE
5997,1438,2019-01-21,2019-02-21,MONTHLY,50,NONE
5998,1438,2019-02-21,2019-03-21,MONTHLY,50,NONE
5999,1438,2019-03-21,2019-04-21,MONTHLY,50,NONE
6000,1438,2019-04-21,2019-05-21,MONTHLY,50,NONE
6001,1438,2019-05-21,2019-06-21,MONTHLY,50,NONE
6002,1439,2019-01-17,2019-02-17,MONTHLY,50,NONE
6003,1440,2019-01-27,2019-02-27,MONTHLY,50,FACEBOOK_ADS
6004,1441,2019-01-23,2019-02-23,MONTHLY,50,GOOGLE_AD_WORDS
6005,1441,2019-02-23,2019-03-23,MONTHLY,50,GOOGLE_AD_WORDS
6006,1441,2019-03-23,2019-04-23,MONTHLY,50,GOOGLE_AD_WORDS
6007,1441,2019-04-23,2019-05-23,MONTHLY,50,GOOGLE_AD_WORDS
6008,1442,2019-01-30,2019-02-28,MONTHLY,50,FACEBOOK_ADS
6009,1442,2019-02-28,2019-03-28,MONTHLY,50,FACEBOOK_ADS
6010,1443,2019-01-11,2019-02-11,MONTHLY,50,FACEBOOK_ADS
6011,1444,2019-01-16,2019-02-16,MONTHLY,50,NONE
6012,1445,2019-01-25,2019-02-25,MONTHLY,50,GOOGLE_AD_WORDS
6013,1446,2019-01-21,2019-02-21,MONTHLY,50,NONE
6014,1446,2019-02-21,2019-03-21,MONTHLY,50,NONE
6015,1446,2019-03-21,2019-04-21,MONTHLY,50,NONE
6016,1446,2019-04-21,2019-05-21,MONTHLY,50,NONE
6017,1446,2019-05-21,2019-06-21,MONTHLY,50,NONE
6018,1446,2019-06-21,2019-07-21,MONTHLY,50,NONE
6019,1446,2019-07-21,2019-08-21,MONTHLY,50,NONE
6020,1446,2019-08-21,2019-09-21,MONTHLY,50,NONE
6021,1446,2019-09-21,2019-10-21,MONTHLY,50,NONE
6022,1446,2019-10-21,2019-11-21,MONTHLY,50,NONE
6023,1446,2019-11-21,2019-12-21,MONTHLY,50,NONE
6024,1446,2019-12-21,2020-01-21,MONTHLY,50,NONE
6025,1447,2019-02-09,2019-03-09,MONTHLY,50,NONE
6026,1448,2019-02-10,2020-02-10,YEARLY,400,NONE
6027,1449,2019-02-26,2020-02-26,YEARLY,400,NONE
6028,1450,2019-02-10,2019-03-10,MONTHLY,50,GOOGLE_AD_WORDS
6029,1451,2019-02-18,2019-03-18,MONTHLY,50,NONE
6030,1451,2019-03-18,2019-04-18,MONTHLY,50,NONE
6031,1452,2019-02-19,2019-03-19,MONTHLY,50,NONE
6032,1453,2019-02-11,2019-03-11,MONTHLY,50,NONE
6033,1453,2019-03-11,2019-04-11,MONTHLY,50,NONE
6034,1453,2019-04-11,2019-05-11,MONTHLY,50,NONE
6035,1453,2019-05-11,2019-06-11,MONTHLY,50,NONE
6036,1453,2019-06-11,2019-07-11,MONTHLY,50,NONE
6037,1454,2019-02-05,2019-03-05,MONTHLY,50,NONE
6038,1454,2019-03-05,2019-04-05,MONTHLY,50,NONE
6039,1455,2019-02-24,2019-03-24,MONTHLY,50,NONE
6040,1456,2019-02-24,2020-02-24,YEARLY,400,FACEBOOK_ADS
6041,1457,2019-02-25,2019-03-25,MONTHLY,50,FACEBOOK_ADS
6042,1457,2019-03-25,2019-04-25,MONTHLY,50,FACEBOOK_ADS
6043,1457,2019-04-25,2019-05-25,MONTHLY,50,FACEBOOK_ADS
6044,1457,2019-05-25,2019-06-25,MONTHLY,50,FACEBOOK_ADS
6045,1457,2019-06-25,2019-07-25,MONTHLY,50,FACEBOOK_ADS
6046,1457,2019-07-25,2019-08-25,MONTHLY,50,FACEBOOK_ADS
6047,1458,2019-02-14,2019-03-14,MONTHLY,50,NONE
6048,1458,2019-03-14,2019-04-14,MONTHLY,50,NONE
6049,1458,2019-04-14,2019-05-14,MONTHLY,50,NONE
6050,1459,2019-02-10,2020-02-10,YEARLY,400,GOOGLE_AD_WORDS
6051,1460,2019-02-22,2019-03-22,MONTHLY,50,FACEBOOK_ADS
6052,1460,2019-03-22,2019-04-22,MONTHLY,50,FACEBOOK_ADS
